term,matched_DOID,num matched DOID,code
disease type,charcot-marie-tooth disease type 4a___DOID_0110185,107,DOID:0110185
disease type,bartter disease type 1___DOID_0110142,107,DOID:0110142
disease type,"charcot-marie-tooth disease, axonal type 2w___DOID_0110162",107,DOID:0110162
disease type,charcot-marie-tooth disease axonal type 2q___DOID_0110170,107,DOID:0110170
disease type,charcot-marie-tooth disease type 4___DOID_0050541,107,DOID:0050541
disease type,charcot-marie-tooth disease x-linked recessive 4___DOID_0110212,107,DOID:0110212
disease type,charcot-marie-tooth disease type 2d___DOID_0110164,107,DOID:0110164
disease type,charcot-marie-tooth disease type 2a2b___DOID_0111557,107,DOID:0111557
disease type,charcot-marie-tooth disease axonal type 2h___DOID_0110166,107,DOID:0110166
disease type,charcot-marie-tooth disease axonal type 2o___DOID_0110175,107,DOID:0110175
disease type,glycogen storage disease viii___DOID_2751,107,DOID:2751
disease type,charcot-marie-tooth disease type 1c___DOID_0110151,107,DOID:0110151
disease type,glycogen storage disease vii___DOID_11721,107,DOID:11721
disease type,gaucher's disease type iii___DOID_0110959,107,DOID:0110959
disease type,charcot-marie-tooth disease type 2ee___DOID_0111559,107,DOID:0111559
disease type,schindler disease type 1___DOID_0112318,107,DOID:0112318
disease type,charcot-marie-tooth disease axonal type 2n___DOID_0110177,107,DOID:0110177
disease type,charcot-marie-tooth disease type x___DOID_0050542,107,DOID:0050542
disease type,bartter disease type 2___DOID_0110143,107,DOID:0110143
disease type,dyggve-melchior-clausen disease___DOID_0111167,107,DOID:0111167
disease type,waardenburg syndrome type 4c___DOID_0110955,107,DOID:0110955
disease type,niemann-pick disease type a___DOID_0070111,107,DOID:0070111
disease type,charcot-marie-tooth disease type 4f___DOID_0110193,107,DOID:0110193
disease type,charcot-marie-tooth disease axonal type 2s___DOID_0110171,107,DOID:0110171
disease type,charcot-marie-tooth disease type 3___DOID_0050540,107,DOID:0050540
disease type,gaucher's disease type iiic___DOID_0112250,107,DOID:0112250
disease type,glycogen storage disease ixb___DOID_0111041,107,DOID:0111041
disease type,charcot-marie-tooth disease x-linked dominant 6___DOID_0110207,107,DOID:0110207
disease type ii,gaucher's disease type iiic___DOID_0112250,6,DOID:0112250
disease type ii,von willebrand's disease 3___DOID_0111054,6,DOID:0111054
disease type ii,von willebrand's disease 2___DOID_0060574,6,DOID:0060574
disease type ii,glycogen storage disease ii___DOID_2752,6,DOID:2752
disease type ii,gaucher's disease type ii___DOID_0110958,6,DOID:0110958
disease type ii,gaucher's disease type iii___DOID_0110959,6,DOID:0110959
"disease, celiac",,0,
"disease, coronary",,0,
"disease, lyme",,0,
"disease, reiter",,0,
"diseases, heart",,0,
disorder of,glucose metabolism disease___DOID_4194,138,DOID:4194
disorder of,congenital disorder of glycosylation iq___DOID_0080568,138,DOID:0080568
disorder of,obsolete disorder of pancreatic internal secretion___DOID_1427,138,DOID:1427
disorder of,obsolete disorder of optic chiasm associated with non-pituitary neoplasm___DOID_11158,138,DOID:11158
disorder of,nose disease___DOID_2825,138,DOID:2825
disorder of,obsolete pinna disease___DOID_10521,138,DOID:10521
disorder of,male genital organ vascular disease___DOID_12335,138,DOID:12335
disorder of,chiasmal syndrome___DOID_5655,138,DOID:5655
disorder of,renal artery disease___DOID_2388,138,DOID:2388
disorder of,connective tissue disease___DOID_65,138,DOID:65
disorder of,obsolete sensory disorder of eyelid___DOID_13157,138,DOID:13157
disorder of,immunodeficiency 23___DOID_0111953,138,DOID:0111953
disorder of,urea cycle disorder___DOID_9267,138,DOID:9267
disorder of,arthritis___DOID_848,138,DOID:848
disorder of,17-beta hydroxysteroid dehydrogenase 3 deficiency___DOID_0112248,138,DOID:0112248
disorder of,congenital disorder of glycosylation type iip___DOID_0070268,138,DOID:0070268
disorder of,immunodeficiency 47___DOID_0112002,138,DOID:0112002
disorder of,obsolete disorder of ureter___DOID_13693,138,DOID:13693
disorder of,congenital disorder of glycosylation iw___DOID_0080572,138,DOID:0080572
disorder of,leydig cell hypoplasia type ii___DOID_0112261,138,DOID:0112261
disorder of,trochlear nerve disease___DOID_13864,138,DOID:13864
disorder of,obsolete taste disorder___DOID_3067,138,DOID:3067
disorder of,congenital disorder of glycosylation ir___DOID_0080569,138,DOID:0080569
disorder of,congenital disorder of glycosylation im___DOID_0080565,138,DOID:0080565
disorder of,congenital disorder of glycosylation type iib___DOID_0070254,138,DOID:0070254
disorder of,obsolete transient disorder of initiating or maintaining wakefulness___DOID_10489,138,DOID:10489
disorder of,developmental and epileptic encephalopathy 50___DOID_0080419,138,DOID:0080419
disorder of,third cranial nerve disease___DOID_562,138,DOID:562
disorder of,chime syndrome___DOID_0112152,138,DOID:0112152
disorder of,congenital disorder of glycosylation in___DOID_0080566,138,DOID:0080566
disorder of,congenital disorder of glycosylation ie___DOID_0080557,138,DOID:0080557
disorder of,obsolete congenital disorder of natural immunity___DOID_629,138,DOID:629
disorder of,hepatic vascular disease___DOID_272,138,DOID:272
disorder of,iron metabolism disease___DOID_2351,138,DOID:2351
disorder of,congenital disorder of glycosylation type ii___DOID_0050571,138,DOID:0050571
disorder of,obsolete arthropathy of the hand___DOID_14278,138,DOID:14278
disorder of,"obsolete congenital cardiovascular disorder complicating pregnancy, childbirth, or the puerperium___DOID_11950",138,DOID:11950
disorder of,congenital disorder of glycosylation type i___DOID_0050570,138,DOID:0050570
disorder of,liver disease___DOID_409,138,DOID:409
disorder of,congenital disorder of glycosylation ig___DOID_0080559,138,DOID:0080559
disorder of,congenital disorder of glycosylation type iil___DOID_0070264,138,DOID:0070264
disorder of,porphyria___DOID_13268,138,DOID:13268
disorder of,obsolete congenital disorder of glycosylation type 2m___DOID_0080469,138,DOID:0080469
disorder of,thyrocalcitonin secretion disease___DOID_12424,138,DOID:12424
disorder of,leydig cell hypoplasia___DOID_0112259,138,DOID:0112259
disorder of,congenital disorder of glycosylation type iin___DOID_0070266,138,DOID:0070266
disorder of,obsolete disorder of magnesium metabolism___DOID_11977,138,DOID:11977
disorder of,congenital disorder of glycosylation type iia___DOID_0070253,138,DOID:0070253
disorder of,congenital disorder of glycosylation ii___DOID_0080561,138,DOID:0080561
disorder of,congenital disorder of glycosylation il___DOID_0080564,138,DOID:0080564
disorder of,congenital disorder of glycosylation iy___DOID_0080574,138,DOID:0080574
disorder of,autistic disorder___DOID_12849,138,DOID:12849
disorder of,abcd syndrome___DOID_0050600,138,DOID:0050600
disorder of,carotid artery disease___DOID_3407,138,DOID:3407
disorder of,obsolete disorder of amniotic fluid and membranes___DOID_8489,138,DOID:8489
disorder of,cranial nerve disease___DOID_5656,138,DOID:5656
disorder of,obsolete degenerative disorder of eyelid and periocular area___DOID_10121,138,DOID:10121
disorder of,congenital disorder of glycosylation ic___DOID_0080555,138,DOID:0080555
disorder of,ngly1-deficiency___DOID_0060728,138,DOID:0060728
disorder of,obsolete functional disorder of polymorphonuclear neutrophils___DOID_12985,138,DOID:12985
disorder of,paranasal sinus disease___DOID_1352,138,DOID:1352
disorder of,"46,xy sex reversal 3___DOID_0111772",138,DOID:0111772
disorder of,congenital disorder of glycosylation icc___DOID_0111839,138,DOID:0111839
disorder of,phosphorus metabolism disease___DOID_2485,138,DOID:2485
disorder of,bile duct disease___DOID_4138,138,DOID:4138
disorder of,developmental disorder of mental health___DOID_0060037,138,DOID:0060037
disorder of,dental pulp disease___DOID_5330,138,DOID:5330
disorder of,accessory nerve disease___DOID_339,138,DOID:339
disorder of,obsolete disorder of optic chiasm due to vascular disorder___DOID_10332,138,DOID:10332
disorder of,congenital disorder of glycosylation iaa___DOID_0080553,138,DOID:0080553
disorder of,"46,xy sex reversal 5___DOID_0111776",138,DOID:0111776
disorder of,dyscalculia___DOID_12568,138,DOID:12568
disorder of,congenital disorder of glycosylation type iig___DOID_0070259,138,DOID:0070259
disorder of,obsolete disorder of optic chiasm associated with inflammatory disorder___DOID_12651,138,DOID:12651
disorder of,obsolete puerperal disease___DOID_3726,138,DOID:3726
disorder of,myositis___DOID_633,138,DOID:633
disorder of,obsolete iris and ciliary body vascular disorder___DOID_11525,138,DOID:11525
disorder of,congenital disorder of glycosylation if___DOID_0080558,138,DOID:0080558
disorder of,"obsolete mental disorder complicating pregnancy, childbirth, or the puerperium___DOID_1047",138,DOID:1047
disorder of,congenital disorder of glycosylation ik___DOID_0080563,138,DOID:0080563
disorder of,hypogonadotropic hypogonadism 23 with or without anosmia___DOID_0090091,138,DOID:0090091
disorder of,obsolete penile vascular disorder___DOID_9287,138,DOID:9287
disorder of,aortic disease___DOID_520,138,DOID:520
disorder of,congenital disorder of glycosylation it___DOID_0080570,138,DOID:0080570
disorder of,congenital disorder of glycosylation ia___DOID_0080552,138,DOID:0080552
disorder of,congenital disorder of glycosylation___DOID_5212,138,DOID:5212
disorder of,congenital disorder of glycosylation type iik___DOID_0070263,138,DOID:0070263
disorder of,congenital disorder of glycosylation type iio___DOID_0070267,138,DOID:0070267
disorder of,"46,xx sex reversal___DOID_0111760",138,DOID:0111760
disorder of,bone inflammation disease___DOID_3342,138,DOID:3342
disorder of,pleural disease___DOID_1532,138,DOID:1532
disorder of,systemic epstein-barr virus positive t-cell lymphoma of childhood___DOID_0070324,138,DOID:0070324
disorder of,congenital disorder of glycosylation type iim___DOID_0070265,138,DOID:0070265
disorder of,olfactory nerve disease___DOID_367,138,DOID:367
disorder of,obsolete skin lymphoproliferative disease___DOID_3838,138,DOID:3838
disorder of,obsolete fetal nutrition disorder___DOID_13583,138,DOID:13583
disorder of,ocular motility disease___DOID_1279,138,DOID:1279
disorder of,cecal disease___DOID_1518,138,DOID:1518
disorder of,"obsolete bone and joint disorder of back, pelvis and lower limbs of mother, complicating pregnancy, childbirth, or the puerperium___DOID_1150",138,DOID:1150
disorder of,developmental and epileptic encephalopathy 36___DOID_0080470,138,DOID:0080470
disorder of,congenital disorder of glycosylation ij___DOID_0080562,138,DOID:0080562
disorder of,optic nerve disease___DOID_1891,138,DOID:1891
disorder of,obsolete persistent disorder of initiating or maintaining wakefulness___DOID_534,138,DOID:534
disorder of,overhydrated hereditary stomatocytosis___DOID_0111562,138,DOID:0111562
disorder of,congenital disorder of glycosylation type iiq___DOID_0070269,138,DOID:0070269
disorder of,obsolete copper metabolism disease___DOID_895,138,DOID:895
disorder of,congenital disorder of glycosylation type iii___DOID_0070261,138,DOID:0070261
disorder of,vestibular nystagmus___DOID_14070,138,DOID:14070
disorder of,hypoglossal nerve disease___DOID_13814,138,DOID:13814
disorder of,congenital disorder of glycosylation id___DOID_0080556,138,DOID:0080556
disorder of,congenital disorder of glycosylation type iih___DOID_0070260,138,DOID:0070260
disorder of,"obsolete congenital cardiovascular disorder of mother, with delivery___DOID_11952",138,DOID:11952
disorder of,lymphatic system disease___DOID_75,138,DOID:75
disorder of,congenital disorder of glycosylation type iif___DOID_0070258,138,DOID:0070258
disorder of,obsolete joint disorder___DOID_13650,138,DOID:13650
disorder of,congenital disorder of glycosylation type iie___DOID_0070257,138,DOID:0070257
disorder of,obsolete olfaction disorder___DOID_4746,138,DOID:4746
disorder of,obsolete transient disorder of initiating or maintaining sleep___DOID_12983,138,DOID:12983
disorder of,congenital disorder of glycosylation ib___DOID_0080554,138,DOID:0080554
disorder of,obsolete persistent disorder of initiating or maintaining sleep___DOID_536,138,DOID:536
disorder of,congenital disorder of glycosylation ix___DOID_0080573,138,DOID:0080573
disorder of,congenital disorder of glycosylation type iij___DOID_0070262,138,DOID:0070262
disorder of,congenital disorder of glycosylation iu___DOID_0080571,138,DOID:0080571
disorder of,lysosomal storage disease___DOID_3211,138,DOID:3211
disorder of,leydig cell hypoplasia type i___DOID_0112260,138,DOID:0112260
disorder of,congenital disorder of glycosylation type iid___DOID_0070256,138,DOID:0070256
disorder of,obsolete disorder of optic chiasm associated with pituitary neoplasm and disorder___DOID_9202,138,DOID:9202
disorder of,disorder of sexual development___DOID_1923,138,DOID:1923
disorder of,"obsolete synovial, tendon or bursa disorder___DOID_12221",138,DOID:12221
disorder of,chondrodysplasia-pseudohermaphroditism syndrome___DOID_0060644,138,DOID:0060644
disorder of,carbohydrate metabolic disorder___DOID_2978,138,DOID:2978
disorder of,congenital disorder of glycosylation ip___DOID_0080567,138,DOID:0080567
disorder of,obsolete hearing disease___DOID_12226,138,DOID:12226
disorder of,vagus nerve disease___DOID_12491,138,DOID:12491
disorder of,congenital disorder of glycosylation ih___DOID_0080560,138,DOID:0080560
disorder of,testicular disease___DOID_2519,138,DOID:2519
disorder of,congenital disorder of glycosylation type iic___DOID_0070255,138,DOID:0070255
disorder of,obsolete gender identity disorder in children___DOID_13350,138,DOID:13350
"disorder, panic",,0,
disordered breathing,,0,
"disorders, read",,0,
disrupt Trigeminothalamic,,0,
dissection left internal carotid,,0,
distress syndrome,newborn respiratory distress syndrome___DOID_12716,3,DOID:12716
distress syndrome,primary coenzyme q10 deficiency 7___DOID_0070244,3,DOID:0070244
distress syndrome,adult respiratory distress syndrome___DOID_11394,3,DOID:11394
distrofia muscular,,0,
diverticulitis,small intestine diverticulitis___DOID_11223,4,DOID:11223
diverticulitis,meckel's diverticulitis___DOID_8408,4,DOID:8408
diverticulitis,diverticulitis___DOID_7475,4,DOID:7475
diverticulitis,diverticulitis of colon___DOID_13254,4,DOID:13254
down s syndrome,,0,
down syndrome,down syndrome___DOID_14250,5,DOID:14250
down syndrome,ayme-gripp syndrome___DOID_0111688,5,DOID:0111688
down syndrome,myeloid leukemia associated with down syndrome___DOID_0080798,5,DOID:0080798
down syndrome,childhood acute megakaryoblastic leukemia___DOID_0080794,5,DOID:0080794
down syndrome,transient myeloproliferative syndrome___DOID_0060888,5,DOID:0060888
down' syndrome,,0,
down's syndrome,down syndrome___DOID_14250,1,DOID:14250
down-syndrom,,0,
downs syndrome,down syndrome___DOID_14250,1,DOID:14250
dream disease,brugada syndrome___DOID_0050451,1,DOID:0050451
drepanocitosis,,0,
drepanocytosis,sickle cell anemia___DOID_10923,1,DOID:10923
dryness vaginal,,0,
duct cancer,brain cancer___DOID_1319,15,DOID:1319
duct cancer,obsolete unresectable extrahepatic bile duct cancer___DOID_5931,15,DOID:5931
duct cancer,obsolete recurrent extrahepatic bile duct cancer___DOID_5924,15,DOID:5924
duct cancer,nipple duct carcinoma___DOID_7953,15,DOID:7953
duct cancer,obsolete localized extrahepatic bile duct cancer___DOID_5934,15,DOID:5934
duct cancer,obsolete resectable bile duct cancer___DOID_5933,15,DOID:5933
duct cancer,intrahepatic gall duct cancer___DOID_12298,15,DOID:12298
duct cancer,lacrimal duct cancer___DOID_12756,15,DOID:12756
duct cancer,gallbladder cancer___DOID_3121,15,DOID:3121
duct cancer,extrahepatic bile duct carcinoma___DOID_4682,15,DOID:4682
duct cancer,wolffian duct cancer___WS,15,WS
duct cancer,bile duct cancer___DOID_4606,15,DOID:4606
duct cancer,anus cancer___DOID_14110,15,DOID:14110
duct cancer,collecting duct carcinoma___DOID_4464,15,DOID:4464
duct cancer,pancreatic ductal carcinoma___DOID_3587,15,DOID:3587
duct cyst,extrahepatic bile duct cystadenoma___DOID_8105,6,DOID:8105
duct cyst,bile duct cystadenoma___DOID_5384,6,DOID:5384
duct cyst,bile duct cystadenocarcinoma___DOID_4075,6,DOID:4075
duct cyst,intrahepatic bile duct cystadenoma___DOID_6733,6,DOID:6733
duct cyst,anus cancer___DOID_14110,6,DOID:14110
duct cyst,bartholin's duct cyst___DOID_851,6,DOID:851
duct stone,,0,
duct tumor,brain cancer___DOID_1319,7,DOID:1319
duct tumor,nipple duct carcinoma___DOID_7953,7,DOID:7953
duct tumor,lacrimal duct cancer___DOID_12756,7,DOID:12756
duct tumor,gallbladder cancer___DOID_3121,7,DOID:3121
duct tumor,wolffian duct cancer___WS,7,WS
duct tumor,bile duct cancer___DOID_4606,7,DOID:4606
duct tumor,collecting duct carcinoma___DOID_4464,7,DOID:4464
duhring' disease,,0,
duhring's disease,dermatitis herpetiformis___DOID_8505,1,DOID:8505
dupuytren's contracture,plantar fascial fibromatosis___DOID_8936,1,DOID:8936
dwarfism,desbuquois dysplasia___DOID_0060462,25,DOID:0060462
dwarfism,oliver-mcfarlane syndrome___DOID_0111271,25,DOID:0111271
dwarfism,geleophysic dysplasia___DOID_0111724,25,DOID:0111724
dwarfism,torrance type platyspondylic dysplasia___DOID_0111508,25,DOID:0111508
dwarfism,metatropic dysplasia___DOID_0111514,25,DOID:0111514
dwarfism,osteoglophonic dysplasia___DOID_0111532,25,DOID:0111532
dwarfism,isolated growth hormone deficiency type ia___DOID_0060873,25,DOID:0060873
dwarfism,seckel syndrome___DOID_0050569,25,DOID:0050569
dwarfism,obsolete pituitary dwarfism___DOID_9405,25,DOID:9405
dwarfism,lenz-majewski hyperostotic dwarfism___DOID_0111507,25,DOID:0111507
dwarfism,isolated growth hormone deficiency type ib___DOID_0060874,25,DOID:0060874
dwarfism,schwartz-jampel syndrome 1___DOID_0090005,25,DOID:0090005
dwarfism,seckel syndrome 1___DOID_0070007,25,DOID:0070007
dwarfism,peters plus syndrome___DOID_0080201,25,DOID:0080201
dwarfism,seckel syndrome 2___DOID_0070013,25,DOID:0070013
dwarfism,x-linked panhypopituitarism___DOID_0111779,25,DOID:0111779
dwarfism,"acromesomelic dysplasia, hunter-thompson type___DOID_0080051",25,DOID:0080051
dwarfism,coffin-siris syndrome___DOID_1925,25,DOID:1925
dwarfism,robinow syndrome___DOID_0060254,25,DOID:0060254
dwarfism,geroderma osteodysplasticum___DOID_0111266,25,DOID:0111266
dwarfism,silver-russell syndrome___DOID_14681,25,DOID:14681
dwarfism,microcephalic osteodysplastic primordial dwarfism type i___DOID_0060608,25,DOID:0060608
dwarfism,microcephalic osteodysplastic primordial dwarfism type ii___DOID_0060609,25,DOID:0060609
dwarfism,parastremmatic dwarfism___DOID_0111539,25,DOID:0111539
dwarfism,isolated growth hormone deficiency type ii___DOID_0060872,25,DOID:0060872
dyesthesia,,0,
dysarthria,"sensory ataxic neuropathy, dysarthria, and ophthalmoparesis___DOID_0111276",1,DOID:0111276
dysfunction syndrome,multiple mitochondrial dysfunctions syndrome___DOID_0070330,3,DOID:0070330
dysfunction syndrome,obsolete temporomandibular joint disorder___DOID_984,3,DOID:984
dysfunction syndrome,thiamine-responsive megaloblastic anemia syndrome___DOID_0090117,3,DOID:0090117
dysgenesis,anterior segment dysgenesis 8___DOID_0080613,39,DOID:0080613
dysgenesis,anterior segment dysgenesis 6___DOID_0080611,39,DOID:0080611
dysgenesis,congenital nongoitrous hypothyroidism 2___DOID_0070124,39,DOID:0070124
dysgenesis,ovarian dysgenesis 3___DOID_0080495,39,DOID:0080495
dysgenesis,anterior segment dysgenesis 2___DOID_0080607,39,DOID:0080607
dysgenesis,anterior segment dysgenesis 5___DOID_0080610,39,DOID:0080610
dysgenesis,"46,xy sex reversal 5___DOID_0111776",39,DOID:0111776
dysgenesis,ovarian dysgenesis 8___DOID_0080500,39,DOID:0080500
dysgenesis,anterior segment dysgenesis___DOID_0060648,39,DOID:0060648
dysgenesis,"46,xy sex reversal 6___DOID_0111769",39,DOID:0111769
dysgenesis,46 xx gonadal dysgenesis___DOID_14450,39,DOID:14450
dysgenesis,obsolete anterior segment mesenchymal dysgenesis___DOID_0060605,39,DOID:0060605
dysgenesis,complex cortical dysplasia with other brain malformations 1___DOID_0090137,39,DOID:0090137
dysgenesis,"46,xy sex reversal 1___DOID_0111778",39,DOID:0111778
dysgenesis,"46,xy sex reversal 7___DOID_0111774",39,DOID:0111774
dysgenesis,anterior segment dysgenesis 4___DOID_0080609,39,DOID:0080609
dysgenesis,anterior segment dysgenesis 7___DOID_0080612,39,DOID:0080612
dysgenesis,athabaskan brainstem dysgenesis syndrome___DOID_0050682,39,DOID:0050682
dysgenesis,"46,xy sex reversal 4___DOID_0111771",39,DOID:0111771
dysgenesis,cednik syndrome___DOID_0060337,39,DOID:0060337
dysgenesis,iridogoniodysgenesis syndrome___DOID_0050786,39,DOID:0050786
dysgenesis,ovarian dysgenesis 5___DOID_0080497,39,DOID:0080497
dysgenesis,mixed gonadal dysgenesis___DOID_14449,39,DOID:14449
dysgenesis,reticular dysgenesis___DOID_0060020,39,DOID:0060020
dysgenesis,anterior segment dysgenesis 3___DOID_0080608,39,DOID:0080608
dysgenesis,anterior segment dysgenesis 1___DOID_0080606,39,DOID:0080606
dysgenesis,"t-cell immunodeficiency, congenital alopecia, and nail dystrophy___DOID_0060769",39,DOID:0060769
dysgenesis,gonadal dysgenesis___DOID_14447,39,DOID:14447
dysgenesis,axenfeld-rieger syndrome type 3___DOID_0110122,39,DOID:0110122
dysgenesis,ovarian dysgenesis 2___DOID_0080494,39,DOID:0080494
dysgenesis,caudal regression syndrome___DOID_0080700,39,DOID:0080700
dysgenesis,"45,x/46,xy mixed gonadal dysgenesis___DOID_0080656",39,DOID:0080656
dysgenesis,"46,xy sex reversal___DOID_14448",39,DOID:14448
dysgenesis,ovarian dysgenesis 4___DOID_0080496,39,DOID:0080496
dysgenesis,ovarian dysgenesis 7___DOID_0080499,39,DOID:0080499
dysgenesis,ovarian dysgenesis 6___DOID_0080498,39,DOID:0080498
dysgenesis,"46,xy sex reversal 3___DOID_0111772",39,DOID:0111772
dysgenesis,ovarian dysgenesis 1___DOID_0080493,39,DOID:0080493
dysgenesis,turner syndrome___DOID_3491,39,DOID:3491
dyshidrosis,pompholyx___DOID_9230,1,DOID:9230
dyslexia,alexia___DOID_13417,2,DOID:13417
dyslexia,dyslexia___DOID_4428,2,DOID:4428
dysmetria,,0,
dysmorphia,body dysmorphic disorder___DOID_0060163,2,DOID:0060163
dysmorphia,simpson-golabi-behmel syndrome type 1___DOID_0060248,2,DOID:0060248
dysmorphic,body dysmorphic disorder___DOID_0060163,4,DOID:0060163
dysmorphic,"neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies___DOID_0070346",4,DOID:0070346
dysmorphic,riddle syndrome___DOID_0090113,4,DOID:0090113
dysmorphic,"congenital heart defects, dysmorphic facial features, and intellectual developmental disorder___DOID_0112247",4,DOID:0112247
dysmorphophobia,body dysmorphic disorder___DOID_0060163,1,DOID:0060163
dysmyelopoietic syndrome,,0,
dysphagia,early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome___DOID_0111333,1,DOID:0111333
dysphasia,,0,
dyspraxia,ideomotor apraxia___DOID_4627,3,DOID:4627
dyspraxia,speech-language disorder-1___DOID_0111275,3,DOID:0111275
dyspraxia,agnosia___DOID_4090,3,DOID:4090
dyspraxias,,0,
dysraphism,tethered spinal cord syndrome___DOID_1089,1,DOID:1089
dysraphisms,,0,
dyssocial personality,,0,
dystonia,hereditary spastic paraplegia 35___DOID_0110786,43,DOID:0110786
dystonia,dystonia 5___DOID_0090043,43,DOID:0090043
dystonia,myoclonic dystonia 26___DOID_0090036,43,DOID:0090036
dystonia,torsion dystonia 6___DOID_0090039,43,DOID:0090039
dystonia,torsion dystonia with onset in infancy___DOID_0090058,43,DOID:0090058
dystonia,"deafness, dystonia, and cerebral hypomyelination___DOID_0112123",43,DOID:0112123
dystonia,torsion dystonia 17___DOID_0090042,43,DOID:0090042
dystonia,cranio-facial dystonia___DOID_0050845,43,DOID:0050845
dystonia,oromandibular dystonia___DOID_0050843,43,DOID:0050843
dystonia,dystonia 27___DOID_0090050,43,DOID:0090050
dystonia,generalized dystonia___DOID_0050835,43,DOID:0050835
dystonia,rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome___DOID_0111645,43,DOID:0111645
dystonia,spasmodic dystonia___DOID_0050844,43,DOID:0050844
dystonia,dystonia 16___DOID_0090048,43,DOID:0090048
dystonia,focal hand dystonia___DOID_0050841,43,DOID:0050841
dystonia,segmental dystonia___DOID_0050838,43,DOID:0050838
dystonia,torsion dystonia 2___DOID_0090038,43,DOID:0090038
dystonia,multifocal dystonia___DOID_0050837,43,DOID:0050837
dystonia,myoclonic dystonia___DOID_0090033,43,DOID:0090033
dystonia,hemidystonia___DOID_0050846,43,DOID:0050846
dystonia,dystonia 9___DOID_0090044,43,DOID:0090044
dystonia,dystonia 12___DOID_0090056,43,DOID:0090056
dystonia,sepiapterin reductase deficiency___DOID_0111168,43,DOID:0111168
dystonia,dystonia 21___DOID_0090046,43,DOID:0090046
dystonia,hypermanganesemia with dystonia___DOID_0080535,43,DOID:0080535
dystonia,hypermanganesemia with dystonia 1___DOID_0080536,43,DOID:0080536
dystonia,x-linked dystonia-parkinsonism___DOID_0090057,43,DOID:0090057
dystonia,cervical dystonia___DOID_0050840,43,DOID:0050840
dystonia,deafness-dystonia-optic neuronopathy syndrome___DOID_0050757,43,DOID:0050757
dystonia,torsion dystonia 1___DOID_0060730,43,DOID:0060730
dystonia,leber hereditary optic neuropathy and dystonia___DOID_0111755,43,DOID:0111755
dystonia,dystonia 25___DOID_0090055,43,DOID:0090055
dystonia,dystonia 23___DOID_0090051,43,DOID:0090051
dystonia,hypermanganesemia with dystonia 2___DOID_0080537,43,DOID:0080537
dystonia,parkinson's disease 14___DOID_0060900,43,DOID:0060900
dystonia,torsion dystonia 4___DOID_0090041,43,DOID:0090041
dystonia,dystonia 24___DOID_0090052,43,DOID:0090052
dystonia,torsion dystonia 13___DOID_0090037,43,DOID:0090037
dystonia,focal dystonia___DOID_0050836,43,DOID:0050836
dystonia,torsion dystonia 7___DOID_0090040,43,DOID:0090040
dystonia,myoclonic dystonia 15___DOID_0090035,43,DOID:0090035
dystonia,dystonia___DOID_543,43,DOID:543
dystonia,myoclonic dystonia 11___DOID_0090034,43,DOID:0090034
dystonic disease,dystonia___DOID_543,1,DOID:543
dystonic movement,,0,
dystonic movements,,0,
dystonic reaction,,0,
dystonie,,0,
dystrophies,"obsolete glaucoma associated with congenital anomalies, dystrophies and systemic syndromes___DOID_1055",5,DOID:1055
dystrophies,obsolete optic atrophy associated with retinal dystrophy___DOID_10630,5,DOID:10630
dystrophies,retinal dystrophies primarily involving bruch's membrane___DOID_13227,5,DOID:13227
dystrophies,vitreoretinal dystrophy___DOID_14251,5,DOID:14251
dystrophies,dystrophies primarily involving the retinal pigment epithelium___DOID_14252,5,DOID:14252
dystrophy,arthrogryposis due to muscular dystrophy___DOID_0110631,285,DOID:0110631
dystrophy,hypomyelinating leukodystrophy 4___DOID_0060789,285,DOID:0060789
dystrophy,autosomal recessive limb-girdle muscular dystrophy type 2j___DOID_0110283,285,DOID:0110283
dystrophy,autosomal recessive limb-girdle muscular dystrophy type 2n___DOID_0110298,285,DOID:0110298
dystrophy,autosomal recessive limb-girdle muscular dystrophy type 2t___DOID_0110294,285,DOID:0110294
dystrophy,familial partial lipodystrophy type 3___DOID_0070204,285,DOID:0070204
dystrophy,adult-onset autosomal dominant demyelinating leukodystrophy___DOID_0060785,285,DOID:0060785
dystrophy,hypomyelinating leukodystrophy 5___DOID_0060793,285,DOID:0060793
dystrophy,fleck corneal dystrophy___DOID_0060448,285,DOID:0060448
dystrophy,megalencephalic leukoencephalopathy with subcortical cysts___DOID_0080315,285,DOID:0080315
dystrophy,nonsyndromic congenital nail disorder 8___DOID_0080086,285,DOID:0080086
dystrophy,facioscapulohumeral muscular dystrophy 1___DOID_0111192,285,DOID:0111192
dystrophy,ullrich congenital muscular dystrophy___DOID_0050558,285,DOID:0050558
dystrophy,pcwh syndrome___DOID_0090111,285,DOID:0090111
dystrophy,posterior polymorphous corneal dystrophy 2___DOID_0110856,285,DOID:0110856
dystrophy,partial lipodystrophy___DOID_0080299,285,DOID:0080299
dystrophy,congenital stromal corneal dystrophy___DOID_0060445,285,DOID:0060445
dystrophy,congenital generalized lipodystrophy___DOID_0050585,285,DOID:0050585
dystrophy,miyoshi muscular dystrophy 2___DOID_0070200,285,DOID:0070200
dystrophy,nonphotosensitive trichothiodystrophy 5___DOID_0111868,285,DOID:0111868
